,Time,Radians,Year,Species
39,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
40,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
41,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
42,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
43,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
44,1899-12-31 06:55:00,1.809861111,2016,Crax rubra
45,1899-12-31 06:56:00,1.814222222,2016,Crax rubra
46,1899-12-31 06:56:00,1.814222222,2016,Crax rubra
47,1899-12-31 06:59:00,1.827305556,2016,Crax rubra
48,1899-12-31 07:00:00,1.831666667,2016,Crax rubra
49,1899-12-31 07:00:00,1.831666667,2016,Crax rubra
50,1899-12-31 07:00:00,1.831666667,2016,Crax rubra
51,1899-12-31 07:03:00,1.84475,2016,Crax rubra
52,1899-12-31 07:03:00,1.84475,2016,Crax rubra
53,1899-12-31 07:04:00,1.849111111,2016,Crax rubra
54,1899-12-31 07:04:00,1.849111111,2016,Crax rubra
55,1899-12-31 07:05:00,1.853472222,2016,Crax rubra
56,1899-12-31 07:05:00,1.853472222,2016,Crax rubra
57,1899-12-31 07:05:00,1.853472222,2016,Crax rubra
58,1899-12-31 07:06:00,1.857833333,2016,Crax rubra
59,1899-12-31 07:07:00,1.862194444,2016,Crax rubra
60,1899-12-31 07:09:00,1.870916667,2016,Crax rubra
61,1899-12-31 07:09:00,1.870916667,2016,Crax rubra
62,1899-12-31 07:10:00,1.875277778,2016,Crax rubra
63,1899-12-31 07:12:00,1.884,2016,Crax rubra
64,1899-12-31 07:12:00,1.884,2016,Crax rubra
65,1899-12-31 07:14:00,1.892722222,2016,Crax rubra
66,1899-12-31 07:15:00,1.897083333,2016,Crax rubra
67,1899-12-31 07:17:00,1.905805556,2016,Crax rubra
68,1899-12-31 07:17:00,1.905805556,2016,Crax rubra
69,1899-12-31 07:17:00,1.905805556,2016,Crax rubra
70,1899-12-31 07:17:00,1.905805556,2016,Crax rubra
71,1899-12-31 07:18:00,1.910166667,2016,Crax rubra
72,1899-12-31 07:18:00,1.910166667,2016,Crax rubra
73,1899-12-31 07:18:00,1.910166667,2016,Crax rubra
74,1899-12-31 07:18:00,1.910166667,2016,Crax rubra
75,1899-12-31 07:20:00,1.918888889,2016,Crax rubra
76,1899-12-31 07:21:00,1.92325,2016,Crax rubra
77,1899-12-31 07:22:00,1.927611111,2016,Crax rubra
78,1899-12-31 07:22:00,1.927611111,2016,Crax rubra
79,1899-12-31 07:23:00,1.931972222,2016,Crax rubra
80,1899-12-31 07:24:00,1.936333333,2016,Crax rubra
81,1899-12-31 07:24:00,1.936333333,2016,Crax rubra
82,1899-12-31 07:26:00,1.945055556,2016,Crax rubra
83,1899-12-31 07:27:00,1.949416667,2016,Crax rubra
84,1899-12-31 07:27:00,1.949416667,2016,Crax rubra
85,1899-12-31 07:28:00,1.953777778,2016,Crax rubra
86,1899-12-31 07:28:00,1.953777778,2016,Crax rubra
87,1899-12-31 07:29:00,1.958138889,2016,Crax rubra
88,1899-12-31 07:30:00,1.9625,2016,Crax rubra
89,1899-12-31 07:31:00,1.966861111,2016,Crax rubra
90,1899-12-31 07:32:00,1.971222222,2016,Crax rubra
91,1899-12-31 07:32:00,1.971222222,2016,Crax rubra
92,1899-12-31 07:34:00,1.979944444,2016,Crax rubra
93,1899-12-31 07:34:00,1.979944444,2016,Crax rubra
94,1899-12-31 07:36:00,1.988666667,2016,Crax rubra
95,1899-12-31 07:36:00,1.988666667,2016,Crax rubra
96,1899-12-31 07:37:00,1.993027778,2016,Crax rubra
97,1899-12-31 07:38:00,1.997388889,2016,Crax rubra
98,1899-12-31 07:39:00,2.00175,2016,Crax rubra
99,1899-12-31 07:39:00,2.00175,2016,Crax rubra
100,1899-12-31 07:41:00,2.010472222,2016,Crax rubra
101,1899-12-31 07:42:00,2.014833333,2016,Crax rubra
102,1899-12-31 07:42:00,2.014833333,2016,Crax rubra
103,1899-12-31 07:42:00,2.014833333,2016,Crax rubra
104,1899-12-31 07:43:00,2.019194444,2016,Crax rubra
105,1899-12-31 07:44:00,2.023555556,2016,Crax rubra
106,1899-12-31 07:49:00,2.045361111,2016,Crax rubra
107,1899-12-31 07:49:00,2.045361111,2016,Crax rubra
108,1899-12-31 07:49:00,2.045361111,2016,Crax rubra
109,1899-12-31 07:49:00,2.045361111,2016,Crax rubra
110,1899-12-31 07:50:00,2.049722222,2016,Crax rubra
111,1899-12-31 07:51:00,2.054083333,2016,Crax rubra
112,1899-12-31 07:55:00,2.071527778,2016,Crax rubra
113,1899-12-31 07:57:00,2.08025,2016,Crax rubra
114,1899-12-31 07:59:00,2.088972222,2016,Crax rubra
115,1899-12-31 08:00:00,2.093333333,2016,Crax rubra
116,1899-12-31 08:03:00,2.106416667,2016,Crax rubra
117,1899-12-31 08:03:00,2.106416667,2016,Crax rubra
118,1899-12-31 08:03:00,2.106416667,2016,Crax rubra
119,1899-12-31 08:05:00,2.115138889,2016,Crax rubra
120,1899-12-31 08:06:00,2.1195,2016,Crax rubra
121,1899-12-31 08:07:00,2.123861111,2016,Crax rubra
122,1899-12-31 08:09:00,2.132583333,2016,Crax rubra
123,1899-12-31 08:10:00,2.136944444,2016,Crax rubra
124,1899-12-31 08:10:00,2.136944444,2016,Crax rubra
125,1899-12-31 08:11:00,2.141305556,2016,Crax rubra
126,1899-12-31 08:11:00,2.141305556,2016,Crax rubra
127,1899-12-31 08:12:00,2.145666667,2016,Crax rubra
128,1899-12-31 08:13:00,2.150027778,2016,Crax rubra
129,1899-12-31 08:13:00,2.150027778,2016,Crax rubra
130,1899-12-31 08:16:00,2.163111111,2016,Crax rubra
131,1899-12-31 08:17:00,2.167472222,2016,Crax rubra
132,1899-12-31 08:18:00,2.171833333,2016,Crax rubra
133,1899-12-31 08:18:00,2.171833333,2016,Crax rubra
134,1899-12-31 08:18:00,2.171833333,2016,Crax rubra
135,1899-12-31 08:25:00,2.202361111,2016,Crax rubra
136,1899-12-31 08:25:00,2.202361111,2016,Crax rubra
137,1899-12-31 08:25:00,2.202361111,2016,Crax rubra
138,1899-12-31 08:34:00,2.241611111,2016,Crax rubra
139,1899-12-31 08:34:00,2.241611111,2016,Crax rubra
140,1899-12-31 08:34:00,2.241611111,2016,Crax rubra
141,1899-12-31 08:35:00,2.245972222,2016,Crax rubra
142,1899-12-31 08:38:00,2.259055556,2016,Crax rubra
143,1899-12-31 08:41:00,2.272138889,2016,Crax rubra
144,1899-12-31 08:45:00,2.289583333,2016,Crax rubra
145,1899-12-31 08:45:00,2.289583333,2016,Crax rubra
146,1899-12-31 08:46:00,2.293944444,2016,Crax rubra
147,1899-12-31 08:47:00,2.298305556,2016,Crax rubra
148,1899-12-31 08:48:00,2.302666667,2016,Crax rubra
149,1899-12-31 08:50:00,2.311388889,2016,Crax rubra
150,1899-12-31 08:51:00,2.31575,2016,Crax rubra
151,1899-12-31 08:51:00,2.31575,2016,Crax rubra
152,1899-12-31 08:51:00,2.31575,2016,Crax rubra
153,1899-12-31 08:52:00,2.320111111,2016,Crax rubra
154,1899-12-31 08:55:00,2.333194444,2016,Crax rubra
155,1899-12-31 08:55:00,2.333194444,2016,Crax rubra
156,1899-12-31 08:58:00,2.346277778,2016,Crax rubra
157,1899-12-31 08:59:00,2.350638889,2016,Crax rubra
158,1899-12-31 08:59:00,2.350638889,2016,Crax rubra
159,1899-12-31 09:01:00,2.359361111,2016,Crax rubra
160,1899-12-31 09:01:00,2.359361111,2016,Crax rubra
161,1899-12-31 09:04:00,2.372444444,2016,Crax rubra
162,1899-12-31 09:06:00,2.381166667,2016,Crax rubra
163,1899-12-31 09:09:00,2.39425,2016,Crax rubra
164,1899-12-31 09:10:00,2.398611111,2016,Crax rubra
165,1899-12-31 09:12:00,2.407333333,2016,Crax rubra
166,1899-12-31 09:14:00,2.416055556,2016,Crax rubra
167,1899-12-31 09:15:00,2.420416667,2016,Crax rubra
168,1899-12-31 09:18:00,2.4335,2016,Crax rubra
169,1899-12-31 09:19:00,2.437861111,2016,Crax rubra
170,1899-12-31 09:19:00,2.437861111,2016,Crax rubra
171,1899-12-31 09:23:00,2.455305556,2016,Crax rubra
172,1899-12-31 09:23:00,2.455305556,2016,Crax rubra
173,1899-12-31 09:23:00,2.455305556,2016,Crax rubra
174,1899-12-31 09:24:00,2.459666667,2016,Crax rubra
175,1899-12-31 09:24:00,2.459666667,2016,Crax rubra
176,1899-12-31 09:31:00,2.490194444,2016,Crax rubra
177,1899-12-31 09:32:00,2.494555556,2016,Crax rubra
178,1899-12-31 09:33:00,2.498916667,2016,Crax rubra
179,1899-12-31 09:33:00,2.498916667,2016,Crax rubra
180,1899-12-31 09:33:00,2.498916667,2016,Crax rubra
181,1899-12-31 09:34:00,2.503277778,2016,Crax rubra
182,1899-12-31 09:35:00,2.507638889,2016,Crax rubra
183,1899-12-31 09:37:00,2.516361111,2016,Crax rubra
184,1899-12-31 09:39:00,2.525083333,2016,Crax rubra
185,1899-12-31 09:39:00,2.525083333,2016,Crax rubra
186,1899-12-31 09:41:00,2.533805556,2016,Crax rubra
187,1899-12-31 09:41:00,2.533805556,2016,Crax rubra
188,1899-12-31 09:41:00,2.533805556,2016,Crax rubra
189,1899-12-31 09:41:00,2.533805556,2016,Crax rubra
190,1899-12-31 09:43:00,2.542527778,2016,Crax rubra
191,1899-12-31 09:43:00,2.542527778,2016,Crax rubra
192,1899-12-31 09:48:00,2.564333333,2016,Crax rubra
193,1899-12-31 09:48:00,2.564333333,2016,Crax rubra
194,1899-12-31 09:50:00,2.573055556,2016,Crax rubra
195,1899-12-31 09:52:00,2.581777778,2016,Crax rubra
196,1899-12-31 09:54:00,2.5905,2016,Crax rubra
197,1899-12-31 09:58:00,2.607944444,2016,Crax rubra
198,1899-12-31 09:59:00,2.612305556,2016,Crax rubra
199,1899-12-31 10:02:00,2.625388889,2016,Crax rubra
200,1899-12-31 10:02:00,2.625388889,2016,Crax rubra
201,1899-12-31 10:04:00,2.634111111,2016,Crax rubra
202,1899-12-31 10:09:00,2.655916667,2016,Crax rubra
203,1899-12-31 10:10:00,2.660277778,2016,Crax rubra
204,1899-12-31 10:10:00,2.660277778,2016,Crax rubra
205,1899-12-31 10:11:00,2.664638889,2016,Crax rubra
206,1899-12-31 10:17:00,2.690805556,2016,Crax rubra
207,1899-12-31 10:19:00,2.699527778,2016,Crax rubra
208,1899-12-31 10:19:00,2.699527778,2016,Crax rubra
209,1899-12-31 10:20:00,2.703888889,2016,Crax rubra
210,1899-12-31 10:24:00,2.721333333,2016,Crax rubra
211,1899-12-31 10:25:00,2.725694444,2016,Crax rubra
212,1899-12-31 10:26:00,2.730055556,2016,Crax rubra
213,1899-12-31 10:29:00,2.743138889,2016,Crax rubra
214,1899-12-31 10:31:00,2.751861111,2016,Crax rubra
215,1899-12-31 10:33:00,2.760583333,2016,Crax rubra
216,1899-12-31 10:35:00,2.769305556,2016,Crax rubra
217,1899-12-31 10:36:00,2.773666667,2016,Crax rubra
218,1899-12-31 10:43:00,2.804194444,2016,Crax rubra
219,1899-12-31 10:45:00,2.812916667,2016,Crax rubra
220,1899-12-31 10:45:00,2.812916667,2016,Crax rubra
221,1899-12-31 10:46:00,2.817277778,2016,Crax rubra
222,1899-12-31 10:49:00,2.830361111,2016,Crax rubra
223,1899-12-31 10:52:00,2.843444444,2016,Crax rubra
224,1899-12-31 10:53:00,2.847805556,2016,Crax rubra
225,1899-12-31 10:53:00,2.847805556,2016,Crax rubra
226,1899-12-31 10:58:00,2.869611111,2016,Crax rubra
227,1899-12-31 11:01:00,2.882694444,2016,Crax rubra
228,1899-12-31 11:04:00,2.895777778,2016,Crax rubra
229,1899-12-31 11:04:00,2.895777778,2016,Crax rubra
230,1899-12-31 11:06:00,2.9045,2016,Crax rubra
231,1899-12-31 11:09:00,2.917583333,2016,Crax rubra
232,1899-12-31 11:13:00,2.935027778,2016,Crax rubra
233,1899-12-31 11:13:00,2.935027778,2016,Crax rubra
234,1899-12-31 11:14:00,2.939388889,2016,Crax rubra
235,1899-12-31 11:17:00,2.952472222,2016,Crax rubra
236,1899-12-31 11:22:00,2.974277778,2016,Crax rubra
237,1899-12-31 11:26:00,2.991722222,2016,Crax rubra
238,1899-12-31 11:38:00,3.044055556,2016,Crax rubra
239,1899-12-31 11:42:00,3.0615,2016,Crax rubra
240,1899-12-31 11:45:00,3.074583333,2016,Crax rubra
241,1899-12-31 11:45:00,3.074583333,2016,Crax rubra
242,1899-12-31 11:47:00,3.083305556,2016,Crax rubra
243,1899-12-31 11:49:00,3.092027778,2016,Crax rubra
244,1899-12-31 11:51:00,3.10075,2016,Crax rubra
245,1899-12-31 11:57:00,3.126916667,2016,Crax rubra
246,1899-12-31 11:59:00,3.135638889,2016,Crax rubra
247,1899-12-31 11:59:00,3.135638889,2016,Crax rubra
248,1899-12-31 12:08:00,3.174888889,2016,Crax rubra
249,1899-12-31 12:15:00,3.205416667,2016,Crax rubra
250,1899-12-31 12:20:00,3.227222222,2016,Crax rubra
251,1899-12-31 12:23:00,3.240305556,2016,Crax rubra
252,1899-12-31 12:27:00,3.25775,2016,Crax rubra
253,1899-12-31 12:30:00,3.270833333,2016,Crax rubra
254,1899-12-31 12:33:00,3.283916667,2016,Crax rubra
255,1899-12-31 12:40:00,3.314444444,2016,Crax rubra
256,1899-12-31 12:49:00,3.353694444,2016,Crax rubra
257,1899-12-31 12:53:00,3.371138889,2016,Crax rubra
258,1899-12-31 12:58:00,3.392944444,2016,Crax rubra
259,1899-12-31 13:03:00,3.41475,2016,Crax rubra
260,1899-12-31 13:06:00,3.427833333,2016,Crax rubra
261,1899-12-31 13:09:00,3.440916667,2016,Crax rubra
262,1899-12-31 13:12:00,3.454,2016,Crax rubra
263,1899-12-31 13:17:00,3.475805556,2016,Crax rubra
264,1899-12-31 13:19:00,3.484527778,2016,Crax rubra
265,1899-12-31 13:21:00,3.49325,2016,Crax rubra
266,1899-12-31 13:33:00,3.545583333,2016,Crax rubra
267,1899-12-31 13:39:00,3.57175,2016,Crax rubra
268,1899-12-31 13:40:00,3.576111111,2016,Crax rubra
269,1899-12-31 13:42:00,3.584833333,2016,Crax rubra
270,1899-12-31 13:43:00,3.589194444,2016,Crax rubra
271,1899-12-31 13:48:00,3.611,2016,Crax rubra
272,1899-12-31 13:50:00,3.619722222,2016,Crax rubra
273,1899-12-31 13:54:00,3.637166667,2016,Crax rubra
274,1899-12-31 14:00:00,3.663333333,2016,Crax rubra
275,1899-12-31 14:14:00,3.724388889,2016,Crax rubra
276,1899-12-31 14:15:00,3.72875,2016,Crax rubra
277,1899-12-31 14:17:00,3.737472222,2016,Crax rubra
278,1899-12-31 14:19:00,3.746194444,2016,Crax rubra
279,1899-12-31 14:20:00,3.750555556,2016,Crax rubra
280,1899-12-31 14:21:00,3.754916667,2016,Crax rubra
281,1899-12-31 14:22:00,3.759277778,2016,Crax rubra
282,1899-12-31 14:23:00,3.763638889,2016,Crax rubra
283,1899-12-31 14:26:00,3.776722222,2016,Crax rubra
284,1899-12-31 14:39:00,3.833416667,2016,Crax rubra
285,1899-12-31 14:45:00,3.859583333,2016,Crax rubra
286,1899-12-31 14:45:00,3.859583333,2016,Crax rubra
287,1899-12-31 14:51:00,3.88575,2016,Crax rubra
288,1899-12-31 14:58:00,3.916277778,2016,Crax rubra
289,1899-12-31 14:58:00,3.916277778,2016,Crax rubra
290,1899-12-31 15:04:00,3.942444444,2016,Crax rubra
291,1899-12-31 15:15:00,3.990416667,2016,Crax rubra
292,1899-12-31 15:16:00,3.994777778,2016,Crax rubra
293,1899-12-31 15:24:00,4.029666667,2016,Crax rubra
294,1899-12-31 15:32:00,4.064555556,2016,Crax rubra
295,1899-12-31 15:32:00,4.064555556,2016,Crax rubra
296,1899-12-31 15:34:00,4.073277778,2016,Crax rubra
297,1899-12-31 15:36:00,4.082,2016,Crax rubra
298,1899-12-31 15:44:00,4.116888889,2016,Crax rubra
299,1899-12-31 15:48:00,4.134333333,2016,Crax rubra
300,1899-12-31 15:49:00,4.138694444,2016,Crax rubra
301,1899-12-31 15:50:00,4.143055556,2016,Crax rubra
302,1899-12-31 15:50:00,4.143055556,2016,Crax rubra
303,1899-12-31 15:52:00,4.151777778,2016,Crax rubra
304,1899-12-31 15:52:00,4.151777778,2016,Crax rubra
305,1899-12-31 15:56:00,4.169222222,2016,Crax rubra
306,1899-12-31 15:58:00,4.177944444,2016,Crax rubra
307,1899-12-31 15:59:00,4.182305556,2016,Crax rubra
308,1899-12-31 16:01:00,4.191027778,2016,Crax rubra
309,1899-12-31 16:01:00,4.191027778,2016,Crax rubra
310,1899-12-31 16:06:00,4.212833333,2016,Crax rubra
311,1899-12-31 16:10:00,4.230277778,2016,Crax rubra
312,1899-12-31 16:13:00,4.243361111,2016,Crax rubra
313,1899-12-31 16:16:00,4.256444444,2016,Crax rubra
314,1899-12-31 16:16:00,4.256444444,2016,Crax rubra
315,1899-12-31 16:20:00,4.273888889,2016,Crax rubra
316,1899-12-31 16:25:00,4.295694444,2016,Crax rubra
317,1899-12-31 16:28:00,4.308777778,2016,Crax rubra
318,1899-12-31 16:35:00,4.339305556,2016,Crax rubra
319,1899-12-31 16:36:00,4.343666667,2016,Crax rubra
320,1899-12-31 16:36:00,4.343666667,2016,Crax rubra
321,1899-12-31 16:38:00,4.352388889,2016,Crax rubra
322,1899-12-31 16:39:00,4.35675,2016,Crax rubra
323,1899-12-31 16:41:00,4.365472222,2016,Crax rubra
324,1899-12-31 16:42:00,4.369833333,2016,Crax rubra
325,1899-12-31 16:46:00,4.387277778,2016,Crax rubra
326,1899-12-31 16:47:00,4.391638889,2016,Crax rubra
327,1899-12-31 16:48:00,4.396,2016,Crax rubra
328,1899-12-31 16:51:00,4.409083333,2016,Crax rubra
329,1899-12-31 17:00:00,4.448333333,2016,Crax rubra
330,1899-12-31 17:01:00,4.452694444,2016,Crax rubra
331,1899-12-31 17:02:00,4.457055556,2016,Crax rubra
332,1899-12-31 17:03:00,4.461416667,2016,Crax rubra
333,1899-12-31 17:06:00,4.4745,2016,Crax rubra
334,1899-12-31 17:07:00,4.478861111,2016,Crax rubra
335,1899-12-31 17:10:00,4.491944444,2016,Crax rubra
336,1899-12-31 17:10:00,4.491944444,2016,Crax rubra
337,1899-12-31 17:10:00,4.491944444,2016,Crax rubra
338,1899-12-31 17:11:00,4.496305556,2016,Crax rubra
339,1899-12-31 17:21:00,4.539916667,2016,Crax rubra
340,1899-12-31 17:22:00,4.544277778,2016,Crax rubra
341,1899-12-31 17:23:00,4.548638889,2016,Crax rubra
342,1899-12-31 17:24:00,4.553,2016,Crax rubra
343,1899-12-31 17:25:00,4.557361111,2016,Crax rubra
344,1899-12-31 17:29:00,4.574805556,2016,Crax rubra
345,1899-12-31 17:29:00,4.574805556,2016,Crax rubra
346,1899-12-31 17:32:00,4.587888889,2016,Crax rubra
347,1899-12-31 17:32:00,4.587888889,2016,Crax rubra
348,1899-12-31 17:34:00,4.596611111,2016,Crax rubra
349,1899-12-31 17:34:00,4.596611111,2016,Crax rubra
350,1899-12-31 17:39:00,4.618416667,2016,Crax rubra
351,1899-12-31 17:40:00,4.622777778,2016,Crax rubra
352,1899-12-31 17:41:00,4.627138889,2016,Crax rubra
353,1899-12-31 17:43:00,4.635861111,2016,Crax rubra
354,1899-12-31 17:50:00,4.666388889,2016,Crax rubra
355,1899-12-31 17:51:00,4.67075,2016,Crax rubra
356,1899-12-31 17:53:00,4.679472222,2016,Crax rubra
357,1899-12-31 17:56:00,4.692555556,2016,Crax rubra
358,1899-12-31 17:56:00,4.692555556,2016,Crax rubra
359,1899-12-31 17:58:00,4.701277778,2016,Crax rubra
360,1899-12-31 17:59:00,4.705638889,2016,Crax rubra
361,1899-12-31 18:00:00,4.71,2016,Crax rubra
362,1899-12-31 18:01:00,4.714361111,2016,Crax rubra
363,1899-12-31 18:02:00,4.718722222,2016,Crax rubra
364,1899-12-31 18:02:00,4.718722222,2016,Crax rubra
365,1899-12-31 18:03:00,4.723083333,2016,Crax rubra
366,1899-12-31 18:04:00,4.727444444,2016,Crax rubra
367,1899-12-31 18:04:00,4.727444444,2016,Crax rubra
368,1899-12-31 18:15:00,4.775416667,2016,Crax rubra
369,1899-12-31 18:16:00,4.779777778,2016,Crax rubra
370,1899-12-31 18:25:00,4.819027778,2016,Crax rubra
371,1899-12-31 18:25:00,4.819027778,2016,Crax rubra
372,1899-12-31 18:25:00,4.819027778,2016,Crax rubra
373,1899-12-31 18:26:00,4.823388889,2016,Crax rubra
374,1899-12-31 18:27:00,4.82775,2016,Crax rubra
375,1899-12-31 18:28:00,4.832111111,2016,Crax rubra
376,1899-12-31 18:28:00,4.832111111,2016,Crax rubra
377,1899-12-31 18:30:00,4.840833333,2016,Crax rubra
378,1899-12-31 18:31:00,4.845194444,2016,Crax rubra
379,1899-12-31 18:32:00,4.849555556,2016,Crax rubra
380,1899-12-31 18:36:00,4.867,2016,Crax rubra
381,1899-12-31 18:39:00,4.880083333,2016,Crax rubra
382,1899-12-31 18:39:00,4.880083333,2016,Crax rubra
383,1899-12-31 18:45:00,4.90625,2016,Crax rubra
384,1899-12-31 18:48:00,4.919333333,2016,Crax rubra
385,1899-12-31 18:48:00,4.919333333,2016,Crax rubra
386,1899-12-31 18:49:00,4.923694444,2016,Crax rubra
387,1899-12-31 18:50:00,4.928055556,2016,Crax rubra
388,1899-12-31 18:53:00,4.941138889,2016,Crax rubra
389,1899-12-31 18:53:00,4.941138889,2016,Crax rubra
390,1899-12-31 18:53:00,4.941138889,2016,Crax rubra
391,1899-12-31 18:55:00,4.949861111,2016,Crax rubra
392,1899-12-31 19:12:00,5.024,2016,Crax rubra
393,1899-12-31 19:19:00,5.054527778,2016,Crax rubra
394,1899-12-31 19:21:00,5.06325,2016,Crax rubra
395,1899-12-31 19:24:00,5.076333333,2016,Crax rubra
396,1899-12-31 19:26:00,5.085055556,2016,Crax rubra
397,1899-12-31 19:28:00,5.093777778,2016,Crax rubra
398,1899-12-31 19:37:00,5.133027778,2016,Crax rubra
399,1899-12-31 20:53:00,5.464472222,2016,Crax rubra
400,1899-12-31 00:02:00,0.008722222,2017,Crax rubra
401,1899-12-31 01:37:00,0.423027778,2017,Crax rubra
402,1899-12-31 05:00:00,1.308333333,2017,Crax rubra
403,1899-12-31 05:06:00,1.3345,2017,Crax rubra
404,1899-12-31 05:20:00,1.395555556,2017,Crax rubra
405,1899-12-31 05:23:00,1.408638889,2017,Crax rubra
406,1899-12-31 05:24:00,1.413,2017,Crax rubra
407,1899-12-31 05:25:00,1.417361111,2017,Crax rubra
408,1899-12-31 05:32:00,1.447888889,2017,Crax rubra
409,1899-12-31 05:34:00,1.456611111,2017,Crax rubra
410,1899-12-31 05:39:00,1.478416667,2017,Crax rubra
411,1899-12-31 05:40:00,1.482777778,2017,Crax rubra
412,1899-12-31 05:43:00,1.495861111,2017,Crax rubra
413,1899-12-31 05:54:00,1.543833333,2017,Crax rubra
414,1899-12-31 05:55:00,1.548194444,2017,Crax rubra
415,1899-12-31 06:01:00,1.574361111,2017,Crax rubra
416,1899-12-31 06:06:00,1.596166667,2017,Crax rubra
417,1899-12-31 06:07:00,1.600527778,2017,Crax rubra
418,1899-12-31 06:10:00,1.613611111,2017,Crax rubra
419,1899-12-31 06:13:00,1.626694444,2017,Crax rubra
420,1899-12-31 06:18:00,1.6485,2017,Crax rubra
421,1899-12-31 06:19:00,1.652861111,2017,Crax rubra
422,1899-12-31 06:22:00,1.665944444,2017,Crax rubra
423,1899-12-31 06:24:00,1.674666667,2017,Crax rubra
424,1899-12-31 06:29:00,1.696472222,2017,Crax rubra
425,1899-12-31 06:36:00,1.727,2017,Crax rubra
426,1899-12-31 06:38:00,1.735722222,2017,Crax rubra
427,1899-12-31 06:38:00,1.735722222,2017,Crax rubra
428,1899-12-31 06:40:00,1.744444444,2017,Crax rubra
429,1899-12-31 06:41:00,1.748805556,2017,Crax rubra
430,1899-12-31 06:45:00,1.76625,2017,Crax rubra
431,1899-12-31 06:51:00,1.792416667,2017,Crax rubra
432,1899-12-31 06:52:00,1.796777778,2017,Crax rubra
433,1899-12-31 06:52:00,1.796777778,2017,Crax rubra
434,1899-12-31 06:55:00,1.809861111,2017,Crax rubra
435,1899-12-31 06:56:00,1.814222222,2017,Crax rubra
436,1899-12-31 06:58:00,1.822944444,2017,Crax rubra
437,1899-12-31 07:00:00,1.831666667,2017,Crax rubra
438,1899-12-31 07:00:00,1.831666667,2017,Crax rubra
439,1899-12-31 07:02:00,1.840388889,2017,Crax rubra
440,1899-12-31 07:03:00,1.84475,2017,Crax rubra
441,1899-12-31 07:08:00,1.866555556,2017,Crax rubra
442,1899-12-31 07:08:00,1.866555556,2017,Crax rubra
443,1899-12-31 07:09:00,1.870916667,2017,Crax rubra
444,1899-12-31 07:09:00,1.870916667,2017,Crax rubra
445,1899-12-31 07:10:00,1.875277778,2017,Crax rubra
446,1899-12-31 07:11:00,1.879638889,2017,Crax rubra
447,1899-12-31 07:11:00,1.879638889,2017,Crax rubra
448,1899-12-31 07:18:00,1.910166667,2017,Crax rubra
449,1899-12-31 07:19:00,1.914527778,2017,Crax rubra
450,1899-12-31 07:25:00,1.940694444,2017,Crax rubra
451,1899-12-31 07:26:00,1.945055556,2017,Crax rubra
452,1899-12-31 07:29:00,1.958138889,2017,Crax rubra
