Date,Time,Radians,Image quality,Year,Species
29-Apr-16,05:10:00,1.351944,Ok,2016,Dasyprocta punctata
30-Apr-16,08:46:00,2.293944,Ok,2016,Dasyprocta punctata
30-Apr-16,14:23:00,3.763639,Ok,2016,Dasyprocta punctata
01-May-16,17:15:00,4.513750,Ok,2016,Dasyprocta punctata
02-May-16,06:45:00,1.766250,Ok,2016,Dasyprocta punctata
02-May-16,08:17:00,2.167472,Ok,2016,Dasyprocta punctata
03-May-16,05:20:00,1.395556,Ok,2016,Dasyprocta punctata
03-May-16,08:24:00,2.198000,Ok,2016,Dasyprocta punctata
03-May-16,16:38:00,4.352389,Ok,2016,Dasyprocta punctata
03-May-16,17:58:00,4.701278,Dark,2016,Dasyprocta punctata
05-May-16,05:58:00,1.561278,Ok,2016,Dasyprocta punctata
05-May-16,08:51:00,2.315750,Ok,2016,Dasyprocta punctata
05-May-16,16:41:00,4.365472,Ok,2016,Dasyprocta punctata
05-May-16,17:48:00,4.657667,Ok,2016,Dasyprocta punctata
06-May-16,05:52:00,1.535111,Ok,2016,Dasyprocta punctata
06-May-16,06:56:00,1.814222,Ok,2016,Dasyprocta punctata
06-May-16,16:02:00,4.195389,Ok,2016,Dasyprocta punctata
06-May-16,18:42:00,4.893167,Ok,2016,Dasyprocta punctata
07-May-16,05:57:00,1.556917,Ok,2016,Dasyprocta punctata
07-May-16,09:48:00,2.564333,Ok,2016,Dasyprocta punctata
07-May-16,12:56:00,3.384222,Ok,2016,Dasyprocta punctata
07-May-16,19:41:00,5.150472,Ok,2016,Dasyprocta punctata
09-May-16,05:50:00,1.526389,Ok,2016,Dasyprocta punctata
09-May-16,06:58:00,1.822944,Ok,2016,Dasyprocta punctata
09-May-16,08:26:00,2.206722,Ok,2016,Dasyprocta punctata
09-May-16,16:03:00,4.199750,Ok,2016,Dasyprocta punctata
10-May-16,05:39:00,1.478417,Dark,2016,Dasyprocta punctata
11-May-16,05:49:00,1.522028,Ok,2016,Dasyprocta punctata
11-May-16,09:56:00,2.599222,Ok,2016,Dasyprocta punctata
12-May-16,06:45:00,1.766250,Dark,2016,Dasyprocta punctata
12-May-16,16:03:00,4.199750,Ok,2016,Dasyprocta punctata
13-May-16,06:43:00,1.757528,Ok,2016,Dasyprocta punctata
13-May-16,18:27:00,4.827750,Ok,2016,Dasyprocta punctata
16-May-16,06:46:00,1.770611,Dark,2016,Dasyprocta punctata
16-May-16,08:19:00,2.176194,Ok,2016,Dasyprocta punctata
16-May-16,16:29:00,4.313139,Ok,2016,Dasyprocta punctata
17-May-16,05:16:00,1.378111,Ok,2016,Dasyprocta punctata
17-May-16,06:59:00,1.827306,Ok,2016,Dasyprocta punctata
17-May-16,09:29:00,2.481472,Ok,2016,Dasyprocta punctata
17-May-16,19:15:00,5.037083,Ok,2016,Dasyprocta punctata
19-May-16,08:13:00,2.150028,Ok,2016,Dasyprocta punctata
20-May-16,06:54:00,1.805500,Ok,2016,Dasyprocta punctata
20-May-16,10:02:00,2.625389,Ok,2016,Dasyprocta punctata
21-May-16,07:02:00,1.840389,Ok,2016,Dasyprocta punctata
22-May-16,09:25:00,2.464028,Ok,2016,Dasyprocta punctata
23-May-16,06:44:00,1.761889,Ok,2016,Dasyprocta punctata
23-May-16,07:47:00,2.036639,Ok,2016,Dasyprocta punctata
23-May-16,09:53:00,2.586139,Ok,2016,Dasyprocta punctata
24-May-16,08:41:00,2.272139,Ok,2016,Dasyprocta punctata
26-May-16,08:52:00,2.320111,Ok,2016,Dasyprocta punctata
26-May-16,16:19:00,4.269528,Ok,2016,Dasyprocta punctata
27-May-16,06:47:00,1.774972,Ok,2016,Dasyprocta punctata
28-May-16,06:06:00,1.596167,Ok,2016,Dasyprocta punctata
28-May-16,08:31:00,2.228528,Ok,2016,Dasyprocta punctata
29-May-16,07:51:00,2.054083,Ok,2016,Dasyprocta punctata
31-May-16,05:32:00,1.447889,Ok,2016,Dasyprocta punctata
02-Jun-16,05:53:00,1.539472,Ok,2016,Dasyprocta punctata
03-Jun-16,06:06:00,1.596167,Ok,2016,Dasyprocta punctata
03-Jun-16,07:15:00,1.897083,Ok,2016,Dasyprocta punctata
04-Jun-16,04:56:00,1.290889,Ok,2016,Dasyprocta punctata
04-Jun-16,07:22:00,1.927611,Ok,2016,Dasyprocta punctata
05-Jun-16,04:50:00,1.264722,Ok,2016,Dasyprocta punctata
05-Jun-16,07:18:00,1.910167,Ok,2016,Dasyprocta punctata
05-Jun-16,11:04:00,2.895778,Ok,2016,Dasyprocta punctata
05-Jun-16,16:41:00,4.365472,Ok,2016,Dasyprocta punctata
05-Jun-16,18:25:00,4.819028,Ok,2016,Dasyprocta punctata
05-Jun-16,23:13:00,6.075028,Ok,2016,Dasyprocta punctata
06-Jun-16,00:35:00,0.152639,Ok,2016,Dasyprocta punctata
06-Jun-16,05:45:00,1.504583,Ok,2016,Dasyprocta punctata
06-Jun-16,07:13:00,1.888361,Ok,2016,Dasyprocta punctata
06-Jun-16,17:10:00,4.491944,Ok,2016,Dasyprocta punctata
07-Jun-16,18:12:00,4.762333,Ok,2016,Dasyprocta punctata
07-Jun-16,19:31:00,5.106861,Ok,2016,Dasyprocta punctata
08-Jun-16,06:24:00,1.674667,Ok,2016,Dasyprocta punctata
08-Jun-16,07:57:00,2.080250,Ok,2016,Dasyprocta punctata
08-Jun-16,15:38:00,4.090722,Ok,2016,Dasyprocta punctata
08-Jun-16,17:49:00,4.662028,Ok,2016,Dasyprocta punctata
09-Jun-16,05:43:00,1.495861,Ok,2016,Dasyprocta punctata
09-Jun-16,07:22:00,1.927611,Ok,2016,Dasyprocta punctata
09-Jun-16,09:01:00,2.359361,Dark,2016,Dasyprocta punctata
09-Jun-16,16:47:00,4.391639,Ok,2016,Dasyprocta punctata
10-Jun-16,05:48:00,1.517667,Ok,2016,Dasyprocta punctata
10-Jun-16,06:54:00,1.805500,Ok,2016,Dasyprocta punctata
10-Jun-16,11:56:00,3.122556,Ok,2016,Dasyprocta punctata
10-Jun-16,20:04:00,5.250778,Ok,2016,Dasyprocta punctata
11-Jun-16,05:55:00,1.548194,Ok,2016,Dasyprocta punctata
11-Jun-16,09:36:00,2.512000,Ok,2016,Dasyprocta punctata
11-Jun-16,14:19:00,3.746194,Ok,2016,Dasyprocta punctata
11-Jun-16,16:57:00,4.435250,Ok,2016,Dasyprocta punctata
12-Jun-16,05:57:00,1.556917,Ok,2016,Dasyprocta punctata
14-Jun-16,06:20:00,1.657222,Ok,2016,Dasyprocta punctata
15-Jun-16,06:54:00,1.805500,Ok,2016,Dasyprocta punctata
15-Jun-16,18:13:00,4.766694,Ok,2016,Dasyprocta punctata
16-Jun-16,07:07:00,1.862194,Ok,2016,Dasyprocta punctata
16-Jun-16,16:56:00,4.430889,Ok,2016,Dasyprocta punctata
16-Jun-16,18:25:00,4.819028,Ok,2016,Dasyprocta punctata
17-Jun-16,07:38:00,1.997389,Ok,2016,Dasyprocta punctata
17-Jun-16,09:39:00,2.525083,Ok,2016,Dasyprocta punctata
17-Jun-16,13:42:00,3.584833,Ok,2016,Dasyprocta punctata
18-Jun-16,05:35:00,1.460972,Ok,2016,Dasyprocta punctata
18-Jun-16,08:03:00,2.106417,Ok,2016,Dasyprocta punctata
18-Jun-16,10:45:00,2.812917,Ok,2016,Dasyprocta punctata
18-Jun-16,13:25:00,3.510694,Ok,2016,Dasyprocta punctata
18-Jun-16,16:27:00,4.304417,Ok,2016,Dasyprocta punctata
18-Jun-16,17:35:00,4.600972,Ok,2016,Dasyprocta punctata
19-Jun-16,05:09:00,1.347583,Ok,2016,Dasyprocta punctata
19-Jun-16,07:48:00,2.041000,Ok,2016,Dasyprocta punctata
19-Jun-16,09:31:00,2.490194,Ok,2016,Dasyprocta punctata
19-Jun-16,16:08:00,4.221556,Ok,2016,Dasyprocta punctata
19-Jun-16,18:47:00,4.914972,Ok,2016,Dasyprocta punctata
20-Jun-16,06:18:00,1.648500,Ok,2016,Dasyprocta punctata
20-Jun-16,08:19:00,2.176194,Ok,2016,Dasyprocta punctata
20-Jun-16,16:12:00,4.239000,Dark,2016,Dasyprocta punctata
20-Jun-16,17:40:00,4.622778,Ok,2016,Dasyprocta punctata
20-Jun-16,19:30:00,5.102500,Ok,2016,Dasyprocta punctata
21-Jun-16,05:29:00,1.434806,Ok,2016,Dasyprocta punctata
21-Jun-16,07:33:00,1.975583,Ok,2016,Dasyprocta punctata
21-Jun-16,14:31:00,3.798528,Ok,2016,Dasyprocta punctata
21-Jun-16,17:21:00,4.539917,Ok,2016,Dasyprocta punctata
21-Jun-16,19:37:00,5.133028,Ok,2016,Dasyprocta punctata
22-Jun-16,05:14:00,1.369389,Ok,2016,Dasyprocta punctata
22-Jun-16,06:14:00,1.631056,Ok,2016,Dasyprocta punctata
22-Jun-16,08:36:00,2.250333,Ok,2016,Dasyprocta punctata
22-Jun-16,13:19:00,3.484528,Ok,2016,Dasyprocta punctata
22-Jun-16,15:37:00,4.086361,Ok,2016,Dasyprocta punctata
22-Jun-16,17:17:00,4.522472,Ok,2016,Dasyprocta punctata
23-Jun-16,05:11:00,1.356306,Ok,2016,Dasyprocta punctata
23-Jun-16,06:11:00,1.617972,Ok,2016,Dasyprocta punctata
23-Jun-16,08:26:00,2.206722,Ok,2016,Dasyprocta punctata
23-Jun-16,09:28:00,2.477111,Ok,2016,Dasyprocta punctata
23-Jun-16,11:22:00,2.974278,Ok,2016,Dasyprocta punctata
23-Jun-16,13:40:00,3.576111,Ok,2016,Dasyprocta punctata
23-Jun-16,17:46:00,4.648944,Ok,2016,Dasyprocta punctata
23-Jun-16,21:59:00,5.752306,Ok,2016,Dasyprocta punctata
24-Jun-16,05:09:00,1.347583,Ok,2016,Dasyprocta punctata
24-Jun-16,08:04:00,2.110778,Dark,2016,Dasyprocta punctata
24-Jun-16,09:23:00,2.455306,Ok,2016,Dasyprocta punctata
24-Jun-16,12:38:00,3.305722,Ok,2016,Dasyprocta punctata
24-Jun-16,14:18:00,3.741833,Ok,2016,Dasyprocta punctata
25-Jun-16,06:05:00,1.591806,Ok,2016,Dasyprocta punctata
25-Jun-16,12:20:00,3.227222,Ok,2016,Dasyprocta punctata
25-Jun-16,16:01:00,4.191028,Ok,2016,Dasyprocta punctata
25-Jun-16,17:01:00,4.452694,Ok,2016,Dasyprocta punctata
26-Jun-16,05:12:00,1.360667,Ok,2016,Dasyprocta punctata
26-Jun-16,07:34:00,1.979944,Ok,2016,Dasyprocta punctata
26-Jun-16,13:05:00,3.423472,Ok,2016,Dasyprocta punctata
26-Jun-16,15:55:00,4.164861,Ok,2016,Dasyprocta punctata
26-Jun-16,17:08:00,4.483222,Ok,2016,Dasyprocta punctata
26-Jun-16,20:00:00,5.233333,Ok,2016,Dasyprocta punctata
27-Jun-16,05:56:00,1.552556,Ok,2016,Dasyprocta punctata
27-Jun-16,07:52:00,2.058444,Ok,2016,Dasyprocta punctata
27-Jun-16,08:10:00,2.136944,Ok,2016,Dasyprocta punctata
27-Jun-16,10:31:00,2.751861,Ok,2016,Dasyprocta punctata
27-Jun-16,14:03:00,3.676417,Ok,2016,Dasyprocta punctata
27-Jun-16,15:16:00,3.994778,Ok,2016,Dasyprocta punctata
27-Jun-16,16:49:00,4.400361,Ok,2016,Dasyprocta punctata
27-Jun-16,19:33:00,5.115583,Ok,2016,Dasyprocta punctata
28-Jun-16,05:17:00,1.382472,Ok,2016,Dasyprocta punctata
28-Jun-16,06:20:00,1.657222,Ok,2016,Dasyprocta punctata
28-Jun-16,16:36:00,4.343667,Ok,2016,Dasyprocta punctata
28-Jun-16,18:42:00,4.893167,Ok,2016,Dasyprocta punctata
28-Jun-16,21:28:00,5.617111,Ok,2016,Dasyprocta punctata
29-Jun-16,06:52:00,1.796778,Ok,2016,Dasyprocta punctata
29-Jun-16,08:19:00,2.176194,Ok,2016,Dasyprocta punctata
29-Jun-16,13:29:00,3.528139,Ok,2016,Dasyprocta punctata
30-Jun-16,06:16:00,1.639778,Dark,2016,Dasyprocta punctata
30-Jun-16,12:51:00,3.362417,Ok,2016,Dasyprocta punctata
30-Jun-16,15:34:00,4.073278,Ok,2016,Dasyprocta punctata
30-Jun-16,17:46:00,4.648944,Ok,2016,Dasyprocta punctata
30-Jun-16,19:33:00,5.115583,Ok,2016,Dasyprocta punctata
01-Jul-16,06:02:00,1.578722,Ok,2016,Dasyprocta punctata
01-Jul-16,19:14:00,5.032722,Ok,2016,Dasyprocta punctata
02-Jul-16,06:20:00,1.657222,Ok,2016,Dasyprocta punctata
02-Jul-16,10:12:00,2.669000,Ok,2016,Dasyprocta punctata
02-Jul-16,15:43:00,4.112528,Ok,2016,Dasyprocta punctata
02-Jul-16,18:16:00,4.779778,Ok,2016,Dasyprocta punctata
03-Jul-16,05:53:00,1.539472,Ok,2016,Dasyprocta punctata
03-Jul-16,15:31:00,4.060194,Ok,2016,Dasyprocta punctata
04-Jul-16,08:39:00,2.263417,Ok,2016,Dasyprocta punctata
04-Jul-16,18:08:00,4.744889,Ok,2016,Dasyprocta punctata
05-Jul-16,10:11:00,2.664639,Ok,2016,Dasyprocta punctata
07-Jul-16,06:50:00,1.788056,Ok,2016,Dasyprocta punctata
07-Jul-16,08:24:00,2.198000,Ok,2016,Dasyprocta punctata
08-Jul-16,19:09:00,5.010917,Ok,2016,Dasyprocta punctata
09-Jul-16,07:14:00,1.892722,Ok,2016,Dasyprocta punctata
09-Jul-16,16:41:00,4.365472,Ok,2016,Dasyprocta punctata
10-Jul-16,07:17:00,1.905806,Dark,2016,Dasyprocta punctata
10-Jul-16,12:16:00,3.209778,Ok,2016,Dasyprocta punctata
10-Jul-16,17:06:00,4.474500,Ok,2016,Dasyprocta punctata
10-Jul-16,19:29:00,5.098139,Dark,2016,Dasyprocta punctata
11-Jul-16,06:12:00,1.622333,Ok,2016,Dasyprocta punctata
11-Jul-16,16:43:00,4.374194,Dark,2016,Dasyprocta punctata
12-Jul-16,08:41:00,2.272139,Ok,2016,Dasyprocta punctata
12-Jul-16,12:32:00,3.279556,Ok,2016,Dasyprocta punctata
12-Jul-16,14:29:00,3.789806,Ok,2016,Dasyprocta punctata
12-Jul-16,17:33:00,4.592250,Ok,2016,Dasyprocta punctata
13-Jul-16,06:33:00,1.713917,Ok,2016,Dasyprocta punctata
13-Jul-16,07:39:00,2.001750,Ok,2016,Dasyprocta punctata
13-Jul-16,08:52:00,2.320111,Ok,2016,Dasyprocta punctata
13-Jul-16,17:05:00,4.470139,Ok,2016,Dasyprocta punctata
14-Jul-16,06:19:00,1.652861,Ok,2016,Dasyprocta punctata
14-Jul-16,08:46:00,2.293944,Ok,2016,Dasyprocta punctata
14-Jul-16,13:22:00,3.497611,Ok,2016,Dasyprocta punctata
15-Jul-16,06:19:00,1.652861,Ok,2016,Dasyprocta punctata
15-Jul-16,08:12:00,2.145667,Ok,2016,Dasyprocta punctata
15-Jul-16,12:13:00,3.196694,Ok,2016,Dasyprocta punctata
15-Jul-16,14:52:00,3.890111,Ok,2016,Dasyprocta punctata
16-Jul-16,10:01:00,2.621028,Ok,2016,Dasyprocta punctata
16-Jul-16,15:38:00,4.090722,Ok,2016,Dasyprocta punctata
16-Jul-16,17:43:00,4.635861,Ok,2016,Dasyprocta punctata
16-Jul-16,19:28:00,5.093778,Ok,2016,Dasyprocta punctata
17-Jul-16,07:03:00,1.844750,Ok,2016,Dasyprocta punctata
17-Jul-16,18:14:00,4.771056,Dark,2016,Dasyprocta punctata
18-Jul-16,16:03:00,4.199750,Ok,2016,Dasyprocta punctata
18-Jul-16,17:11:00,4.496306,Ok,2016,Dasyprocta punctata
18-Jul-16,19:12:00,5.024000,Ok,2016,Dasyprocta punctata
19-Jul-16,07:50:00,2.049722,Ok,2016,Dasyprocta punctata
19-Jul-16,09:20:00,2.442222,Ok,2016,Dasyprocta punctata
19-Jul-16,14:44:00,3.855222,Ok,2016,Dasyprocta punctata
19-Jul-16,19:09:00,5.010917,Ok,2016,Dasyprocta punctata
20-Jul-16,06:01:00,1.574361,Ok,2016,Dasyprocta punctata
20-Jul-16,07:17:00,1.905806,Ok,2016,Dasyprocta punctata
20-Jul-16,08:51:00,2.315750,Ok,2016,Dasyprocta punctata
20-Jul-16,11:41:00,3.057139,Ok,2016,Dasyprocta punctata
20-Jul-16,14:34:00,3.811611,Ok,2016,Dasyprocta punctata
20-Jul-16,16:38:00,4.352389,Ok,2016,Dasyprocta punctata
20-Jul-16,19:18:00,5.050167,Ok,2016,Dasyprocta punctata
21-Jul-16,06:03:00,1.583083,Ok,2016,Dasyprocta punctata
21-Jul-16,07:25:00,1.940694,Ok,2016,Dasyprocta punctata
21-Jul-16,08:33:00,2.237250,Ok,2016,Dasyprocta punctata
21-Jul-16,09:48:00,2.564333,Ok,2016,Dasyprocta punctata
21-Jul-16,16:51:00,4.409083,Ok,2016,Dasyprocta punctata
21-Jul-16,20:21:00,5.324917,Ok,2016,Dasyprocta punctata
22-Jul-16,07:38:00,1.997389,Ok,2016,Dasyprocta punctata
22-Jul-16,09:35:00,2.507639,Ok,2016,Dasyprocta punctata
22-Jul-16,11:12:00,2.930667,Ok,2016,Dasyprocta punctata
22-Jul-16,12:19:00,3.222861,Ok,2016,Dasyprocta punctata
23-Jul-16,08:01:00,2.097694,Ok,2016,Dasyprocta punctata
23-Jul-16,16:33:00,4.330583,Ok,2016,Dasyprocta punctata
23-Jul-16,19:03:00,4.984750,Ok,2016,Dasyprocta punctata
24-Jul-16,06:01:00,1.574361,Ok,2016,Dasyprocta punctata
24-Jul-16,07:11:00,1.879639,Ok,2016,Dasyprocta punctata
25-Jul-16,07:39:00,2.001750,Ok,2016,Dasyprocta punctata
25-Jul-16,11:02:00,2.887056,Dark,2016,Dasyprocta punctata
25-Jul-16,16:19:00,4.269528,Ok,2016,Dasyprocta punctata
25-Jul-16,18:13:00,4.766694,Ok,2016,Dasyprocta punctata
26-Jul-16,00:30:00,0.130833,Ok,2016,Dasyprocta punctata
26-Jul-16,10:10:00,2.660278,Dark,2016,Dasyprocta punctata
26-Jul-16,18:00:00,4.710000,Ok,2016,Dasyprocta punctata
26-Jul-16,19:23:00,5.071972,Ok,2016,Dasyprocta punctata
26-Jul-16,21:38:00,5.660722,Ok,2016,Dasyprocta punctata
27-Jul-16,07:19:00,1.914528,Ok,2016,Dasyprocta punctata
27-Jul-16,08:47:00,2.298306,Ok,2016,Dasyprocta punctata
27-Jul-16,10:01:00,2.621028,Ok,2016,Dasyprocta punctata
27-Jul-16,13:42:00,3.584833,Ok,2016,Dasyprocta punctata
27-Jul-16,17:17:00,4.522472,Ok,2016,Dasyprocta punctata
27-Jul-16,18:25:00,4.819028,Ok,2016,Dasyprocta punctata
28-Jul-16,08:09:00,2.132583,Ok,2016,Dasyprocta punctata
28-Jul-16,09:47:00,2.559972,Ok,2016,Dasyprocta punctata
28-Jul-16,12:37:00,3.301361,Ok,2016,Dasyprocta punctata
28-Jul-16,17:35:00,4.600972,Ok,2016,Dasyprocta punctata
29-Jul-16,07:50:00,2.049722,Ok,2016,Dasyprocta punctata
29-Jul-16,08:52:00,2.320111,Dark,2016,Dasyprocta punctata
29-Jul-16,19:20:00,5.058889,Ok,2016,Dasyprocta punctata
30-Jul-16,02:16:00,0.593111,Ok,2016,Dasyprocta punctata
30-Jul-16,06:31:00,1.705194,Ok,2016,Dasyprocta punctata
30-Jul-16,10:43:00,2.804194,Ok,2016,Dasyprocta punctata
31-Jul-16,06:51:00,1.792417,Ok,2016,Dasyprocta punctata
31-Jul-16,09:01:00,2.359361,Ok,2016,Dasyprocta punctata
31-Jul-16,10:06:00,2.642833,Ok,2016,Dasyprocta punctata
31-Jul-16,12:12:00,3.192333,Ok,2016,Dasyprocta punctata
31-Jul-16,16:19:00,4.269528,Ok,2016,Dasyprocta punctata
01-Aug-16,10:47:00,2.821639,Ok,2016,Dasyprocta punctata
01-Aug-16,16:17:00,4.260806,Ok,2016,Dasyprocta punctata
01-Aug-16,19:26:00,5.085056,Ok,2016,Dasyprocta punctata
02-Aug-16,07:30:00,1.962500,Ok,2016,Dasyprocta punctata
02-Aug-16,09:44:00,2.546889,Ok,2016,Dasyprocta punctata
02-Aug-16,11:28:00,3.000444,Ok,2016,Dasyprocta punctata
02-Aug-16,22:01:00,5.761028,Ok,2016,Dasyprocta punctata
03-Aug-16,06:17:00,1.644139,Ok,2016,Dasyprocta punctata
03-Aug-16,07:31:00,1.966861,Ok,2016,Dasyprocta punctata
03-Aug-16,08:50:00,2.311389,Ok,2016,Dasyprocta punctata
03-Aug-16,09:54:00,2.590500,Ok,2016,Dasyprocta punctata
03-Aug-16,11:31:00,3.013528,Ok,2016,Dasyprocta punctata
03-Aug-16,12:57:00,3.388583,Ok,2016,Dasyprocta punctata
03-Aug-16,18:02:00,4.718722,Ok,2016,Dasyprocta punctata
04-Aug-16,17:01:00,4.452694,Ok,2016,Dasyprocta punctata
04-Aug-16,18:23:00,4.810306,Ok,2016,Dasyprocta punctata
04-Aug-16,19:25:00,5.080694,Ok,2016,Dasyprocta punctata
05-Aug-16,02:15:00,0.588750,Ok,2016,Dasyprocta punctata
05-Aug-16,07:25:00,1.940694,Ok,2016,Dasyprocta punctata
05-Aug-16,08:47:00,2.298306,Dark,2016,Dasyprocta punctata
05-Aug-16,13:41:00,3.580472,Ok,2016,Dasyprocta punctata
05-Aug-16,18:19:00,4.792861,Ok,2016,Dasyprocta punctata
06-Aug-16,07:16:00,1.901444,Ok,2016,Dasyprocta punctata
06-Aug-16,16:15:00,4.252083,Dark,2016,Dasyprocta punctata
06-Aug-16,17:24:00,4.553000,Ok,2016,Dasyprocta punctata
06-Aug-16,19:01:00,4.976028,Ok,2016,Dasyprocta punctata
07-Aug-16,06:27:00,1.687750,Ok,2016,Dasyprocta punctata
07-Aug-16,07:59:00,2.088972,Ok,2016,Dasyprocta punctata
07-Aug-16,09:16:00,2.424778,Dark,2016,Dasyprocta punctata
07-Aug-16,12:19:00,3.222861,Ok,2016,Dasyprocta punctata
07-Aug-16,16:11:00,4.234639,Ok,2016,Dasyprocta punctata
07-Aug-16,17:56:00,4.692556,Ok,2016,Dasyprocta punctata
08-Aug-16,07:46:00,2.032278,Ok,2016,Dasyprocta punctata
08-Aug-16,12:47:00,3.344972,Ok,2016,Dasyprocta punctata
08-Aug-16,16:34:00,4.334944,Ok,2016,Dasyprocta punctata
09-Aug-16,07:04:00,1.849111,Ok,2016,Dasyprocta punctata
09-Aug-16,17:58:00,4.701278,Ok,2016,Dasyprocta punctata
10-Aug-16,00:02:00,0.008722,Ok,2016,Dasyprocta punctata
10-Aug-16,06:48:00,1.779333,Ok,2016,Dasyprocta punctata
10-Aug-16,09:12:00,2.407333,Ok,2016,Dasyprocta punctata
10-Aug-16,18:04:00,4.727444,Dark,2016,Dasyprocta punctata
11-Aug-16,08:11:00,2.141306,Dark,2016,Dasyprocta punctata
12-Aug-16,08:19:00,2.176194,Ok,2016,Dasyprocta punctata
12-Aug-16,18:17:00,4.784139,Ok,2016,Dasyprocta punctata
13-Aug-16,06:35:00,1.722639,Ok,2016,Dasyprocta punctata
13-Aug-16,08:09:00,2.132583,Dark,2016,Dasyprocta punctata
13-Aug-16,09:57:00,2.603583,Ok,2016,Dasyprocta punctata
13-Aug-16,17:38:00,4.614056,Ok,2016,Dasyprocta punctata
13-Aug-16,19:19:00,5.054528,Ok,2016,Dasyprocta punctata
14-Aug-16,08:46:00,2.293944,Ok,2016,Dasyprocta punctata
14-Aug-16,10:30:00,2.747500,Ok,2016,Dasyprocta punctata
14-Aug-16,12:47:00,3.344972,Ok,2016,Dasyprocta punctata
14-Aug-16,16:00:00,4.186667,Ok,2016,Dasyprocta punctata
14-Aug-16,18:19:00,4.792861,Ok,2016,Dasyprocta punctata
15-Aug-16,07:50:00,2.049722,Ok,2016,Dasyprocta punctata
15-Aug-16,09:27:00,2.472750,Dark,2016,Dasyprocta punctata
15-Aug-16,10:32:00,2.756222,Ok,2016,Dasyprocta punctata
15-Aug-16,17:25:00,4.557361,Ok,2016,Dasyprocta punctata
15-Aug-16,19:16:00,5.041444,Ok,2016,Dasyprocta punctata
16-Aug-16,06:47:00,1.774972,Ok,2016,Dasyprocta punctata
16-Aug-16,07:58:00,2.084611,Dark,2016,Dasyprocta punctata
16-Aug-16,09:11:00,2.402972,Ok,2016,Dasyprocta punctata
16-Aug-16,12:40:00,3.314444,Ok,2016,Dasyprocta punctata
16-Aug-16,14:38:00,3.829056,Ok,2016,Dasyprocta punctata
16-Aug-16,15:00:00,3.925000,Ok,2016,Dasyprocta punctata
17-Aug-16,06:28:00,1.692111,Ok,2016,Dasyprocta punctata
17-Aug-16,10:30:00,2.747500,Ok,2016,Dasyprocta punctata
17-Aug-16,11:55:00,3.118194,Ok,2016,Dasyprocta punctata
17-Aug-16,14:56:00,3.907556,Ok,2016,Dasyprocta punctata
18-Aug-16,07:44:00,2.023556,Ok,2016,Dasyprocta punctata
18-Aug-16,12:27:00,3.257750,Ok,2016,Dasyprocta punctata
18-Aug-16,17:05:00,4.470139,Dark,2016,Dasyprocta punctata
18-Aug-16,21:08:00,5.529889,Ok,2016,Dasyprocta punctata
19-Aug-16,07:39:00,2.001750,Ok,2016,Dasyprocta punctata
19-Aug-16,09:12:00,2.407333,Ok,2016,Dasyprocta punctata
19-Aug-16,11:55:00,3.118194,Ok,2016,Dasyprocta punctata
19-Aug-16,17:46:00,4.648944,Ok,2016,Dasyprocta punctata
20-Aug-16,08:19:00,2.176194,Dark,2016,Dasyprocta punctata
20-Aug-16,09:20:00,2.442222,Dark,2016,Dasyprocta punctata
20-Aug-16,10:47:00,2.821639,Ok,2017,Dasyprocta punctata
20-Aug-16,14:06:00,3.689500,Ok,2016,Dasyprocta punctata
20-Aug-16,16:05:00,4.208472,Ok,2016,Dasyprocta punctata
20-Aug-16,17:52:00,4.675111,Ok,2016,Dasyprocta punctata
20-Aug-16,18:56:00,4.954222,Ok,2016,Dasyprocta punctata
21-Aug-16,07:59:00,2.088972,Dark,2016,Dasyprocta punctata
21-Aug-16,09:21:00,2.446583,Ok,2016,Dasyprocta punctata
22-Aug-16,06:30:00,1.700833,Ok,2016,Dasyprocta punctata
22-Aug-16,09:08:00,2.389889,Dark,2016,Dasyprocta punctata
22-Aug-16,18:18:00,4.788500,Dark,2016,Dasyprocta punctata
23-Aug-16,08:03:00,2.106417,Dark,2016,Dasyprocta punctata
23-Aug-16,16:38:00,4.352389,Dark,2016,Dasyprocta punctata
24-Aug-16,06:58:00,1.822944,Ok,2016,Dasyprocta punctata
24-Aug-16,08:57:00,2.341917,Dark,2016,Dasyprocta punctata
24-Aug-16,10:11:00,2.664639,Dark,2016,Dasyprocta punctata
24-Aug-16,11:32:00,3.017889,Ok,2017,Dasyprocta punctata
24-Aug-16,12:45:00,3.336250,Dark,2016,Dasyprocta punctata
24-Aug-16,17:43:00,4.635861,Ok,2016,Dasyprocta punctata
25-Aug-16,09:09:00,2.394250,Ok,2016,Dasyprocta punctata
25-Aug-16,11:27:00,2.996083,Ok,2016,Dasyprocta punctata
25-Aug-16,14:13:00,3.720028,Ok,2017,Dasyprocta punctata
25-Aug-16,18:00:00,4.710000,Ok,2016,Dasyprocta punctata
25-Aug-16,19:07:00,5.002194,Ok,2016,Dasyprocta punctata
26-Aug-16,06:27:00,1.687750,Ok,2016,Dasyprocta punctata
26-Aug-16,10:46:00,2.817278,Ok,2016,Dasyprocta punctata
26-Aug-16,14:22:00,3.759278,Dark,2016,Dasyprocta punctata
26-Aug-16,18:43:00,4.897528,Ok,2016,Dasyprocta punctata
27-Aug-16,06:58:00,1.822944,Ok,2016,Dasyprocta punctata
27-Aug-16,08:06:00,2.119500,Ok,2016,Dasyprocta punctata
